quando                  | quem   | balcao | o_que                            | canal_criado/usado  
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3642   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3642   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3643   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3643   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3644   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3644   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3635   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3635   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3634   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3634   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3650   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3650   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3651   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3651   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3652   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3652   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3645   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3645   
Wed May 27 13:42:01 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3820   
Wed May 27 13:42:01 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3820   
Wed May 27 13:42:02 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3823   
Wed May 27 13:42:02 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3823   
Wed May 27 13:42:03 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3829   
Wed May 27 13:42:03 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3829   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3830   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3830   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3831   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3831   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3832   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3832   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3833   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3833   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3821   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3821   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3834   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3834   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3835   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3835   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3822   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3822   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3882   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3882   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3877   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3877   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3876   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3876   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3883   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3883   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3858   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3858   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3859   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3859   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3860   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3860   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3880   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3880   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3885   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3885   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3881   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3881   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3884   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3884   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3887   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3887   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3886   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3886   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3878   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3878   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3891   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3891   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3892   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3892   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3890   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3890   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3893   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3893   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3894   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3894   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3889   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3889   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3895   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3895   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3888   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3888   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3896   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3896   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3897   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3897   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3898   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3898   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3899   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3899   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3900   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3900   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3879   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3879   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3906   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3906   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3905   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3905   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3904   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3904   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3903   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3903   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3902   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3902   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3901   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3901   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3907   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3907   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3909   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3909   
Wed May 27 13:42:04 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3908   
Wed May 27 13:42:04 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3908   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3911   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3911   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3912   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3912   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3910   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3910   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3913   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3913   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3915   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3915   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3919   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3919   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3918   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3918   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3920   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3920   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3917   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3917   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3916   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3916   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3914   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3914   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3922   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3922   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3942   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3942   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3939   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3939   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3921   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3921   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3946   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3946   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3945   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3945   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3944   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3944   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3947   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3947   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3943   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3943   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3941   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3941   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3948   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3948   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3951   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3951   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3950   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3950   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3952   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3952   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3949   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3949   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3953   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3953   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3938   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3938   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3976   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3976   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3977   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3977   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3982   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3982   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3979   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3979   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3975   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3975   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3983   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3983   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3981   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3981   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3984   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3984   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3980   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3980   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4008   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4008   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3978   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3978   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4009   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4009   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4005   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4005   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4010   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4010   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4006   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4006   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4004   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4004   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4011   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4011   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4007   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4007   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4014   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4014   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4013   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4013   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4017   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4017   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4016   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4016   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4015   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4015   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4018   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4018   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4012   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4012   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4034   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4034   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4019   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4019   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4020   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4020   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4021   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4021   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4038   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4038   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4037   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4037   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4036   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4036   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4035   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4035   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4033   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4033   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4042   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4042   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4039   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4039   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4040   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4040   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4041   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4041   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4044   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4044   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4045   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4045   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4032   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4032   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4050   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4050   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4051   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4051   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4047   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4047   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4046   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4046   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4052   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4052   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4049   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4049   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4048   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4048   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4053   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4053   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4054   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4054   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4055   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4055   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4058   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4058   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4060   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4060   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4059   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4059   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4057   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4057   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4056   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4056   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4061   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4061   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4062   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4062   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4063   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4063   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4064   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4064   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4065   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4065   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4068   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4068   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4067   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4067   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4066   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4066   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4069   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4069   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4070   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4070   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4071   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4071   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4072   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4072   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4075   
Wed May 27 13:42:05 2015| Cliente| 2      |    Cliente termina Atendimento | fc_4075   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4074   
Wed May 27 13:42:05 2015| Balcao | 2      |     Balcao termina Atendimento | fc_4073   
